name,brand,category,sp,mrp,discount,type,weight,weightUnitType,description,productImageUrl,largeImageUrl
Fortune Biryani Classic Basmati Rice,Fortune,Grocery & Staples,775,1120,30,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_395361.jpg?ts=1583238121,https://cdn.grofers.com/app/images/products/full_screen/pro_395361.jpg?ts=1583238121
Fortune Everyday Full Grains Basmati Rice,Fortune,Grocery & Staples,359,740,51,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_135907.jpg?ts=1588071450,https://cdn.grofers.com/app/images/products/full_screen/pro_135907.jpg?ts=1588071450
Fortune Super Basmati Rice,Fortune,Grocery & Staples,645,840,23,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_52685.jpg,https://cdn.grofers.com/app/images/products/full_screen/pro_52685.jpg
Fortune Biryani Special Basmati Rice - Pack of 3,Fortune,Grocery & Staples,299,525,43,Basmati Rice,3x1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_400848.jpg?ts=1555300627,https://cdn.grofers.com/app/images/products/full_screen/pro_400848.jpg?ts=1555300627
India Gate Feast Rozzana Basmati Rice,India Gate,Grocery & Staples,344,450,23,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_10967.jpg?ts=1562924141,https://cdn.grofers.com/app/images/products/full_screen/pro_10967.jpg?ts=1562924141
India Gate Super Basmati Rice,India Gate,Grocery & Staples,626,905,30,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_36188.jpg?ts=1562924232,https://cdn.grofers.com/app/images/products/full_screen/pro_36188.jpg?ts=1562924232
India Gate Classic Basmati Rice,India Gate,Grocery & Staples,194,210,7,Basmati Rice,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_21.jpg?ts=1562924141,https://cdn.grofers.com/app/images/products/full_screen/pro_21.jpg?ts=1562924141
India Gate Regular Choice Basmati Rice,India Gate,Grocery & Staples,357,380,6,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_372896.jpg?ts=1562924267,https://cdn.grofers.com/app/images/products/full_screen/pro_372896.jpg?ts=1562924267
Kohinoor Charminar Everyday Tukda Basmati Rice,Kohinoor,Grocery & Staples,316,445,28,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_35536.jpg?ts=1574834880,https://cdn.grofers.com/app/images/products/full_screen/pro_35536.jpg?ts=1574834880
Kohinoor Authentic Royale Biryani Basmati Rice,Kohinoor,Grocery & Staples,567,925,38,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_385251.jpg?ts=1590380549,https://cdn.grofers.com/app/images/products/full_screen/pro_385251.jpg?ts=1590380549
Kohinoor Charminar Every Meal Tukda Basmati Rice,Kohinoor,Grocery & Staples,525,789,33,Basmati Rice,10 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_409262.jpg?ts=1574671094,https://cdn.grofers.com/app/images/products/full_screen/pro_409262.jpg?ts=1574671094
Kohinoor Charminar Rozana Tukda Basmati Rice,Kohinoor,Grocery & Staples,358,515,30,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_361786.jpg?ts=1574765027,https://cdn.grofers.com/app/images/products/full_screen/pro_361786.jpg?ts=1574765027
Kohinoor Charminar Select Basmati Rice,Kohinoor,Grocery & Staples,416,569,26,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_32638.jpg?ts=1590670288,https://cdn.grofers.com/app/images/products/full_screen/pro_32638.jpg?ts=1590670288
Unity Rozzana Basmati Rice,Unity,Grocery & Staples,312,420,25,Basmati Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_415878.jpg?ts=1582284681,https://cdn.grofers.com/app/images/products/full_screen/pro_415878.jpg?ts=1582284681
Grocery Premium Biryani Basmati Rice,Grocery,Grocery & Staples,82,100,18,Basmati Rice,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_439945.jpg?ts=1611812969,https://cdn.grofers.com/app/images/products/full_screen/pro_439945.jpg?ts=1611812969
Family Farm Wada Kolam Rice,Family Farm,Lowest Price,513,850,39,Kolam Rice,10 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_409614.jpg?ts=1603107440,https://cdn.grofers.com/app/images/products/full_screen/pro_409614.jpg?ts=1603107440
Family Farm Raw Surti Kolam Rice,Family Farm,Grocery & Staples,295,600,50,Kolam Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_400263.jpg?ts=1603107413,https://cdn.grofers.com/app/images/products/full_screen/pro_400263.jpg?ts=1603107413
Family Farm Surti Raw Kolam Rice,Family Farm,Grocery & Staples,578,850,32,Kolam Rice,10 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_400285.jpg?ts=1603107415,https://cdn.grofers.com/app/images/products/full_screen/pro_400285.jpg?ts=1603107415
Family Farm Eco Kolam Rice,Family Farm,Grocery & Staples,488,700,30,Kolam Rice,10 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_409613.jpg?ts=1603107439,https://cdn.grofers.com/app/images/products/full_screen/pro_409613.jpg?ts=1603107439
Family Farm HMT Raw Kolam Rice,Family Farm,Lowest Price,544,800,32,Kolam Rice,10 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_400201.jpg?ts=1603107414,https://cdn.grofers.com/app/images/products/full_screen/pro_400201.jpg?ts=1603107414
Family Farm Raw HMT Kolam Rice,Family Farm,Grocery & Staples,295,400,26,Kolam Rice,5 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_400261.jpg?ts=1603107413,https://cdn.grofers.com/app/images/products/full_screen/pro_400261.jpg?ts=1603107413
Family Farm Raw Peanuts,Family Farm,Grocery & Staples,165,180,8,Peanuts,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_410825.jpg?ts=1603107441,https://cdn.grofers.com/app/images/products/full_screen/pro_410825.jpg?ts=1603107441
Neel Kamal Premium Raw Peanuts,Neel Kamal,Grocery & Staples,139,200,30,Peanuts,1 kg,kg,,https://cdn.grofers.com/app/images/products/normal/pro_429472.jpg?ts=1599133304,https://cdn.grofers.com/app/images/products/full_screen/pro_429472.jpg?ts=1599133304
Lion Qyno Dates - Buy 1 Get 1 Free - Brand Offer,Lion,Grocery & Staples,210,210,0,Dates,2x500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_27700.jpg?ts=1612958591,https://cdn.grofers.com/app/images/products/full_screen/pro_27700.jpg?ts=1612958591
Family Farm Almonds,Family Farm,Grocery & Staples,291,592,50,Almonds,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_400111.jpg?ts=1592545419,https://cdn.grofers.com/app/images/products/full_screen/pro_400111.jpg?ts=1592545419
Tong Garden Salted Almonds (Pouch),Tong Garden,Grocery & Staples,186,250,25,Almonds,150 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_438507.jpg?ts=1606458474,https://cdn.grofers.com/app/images/products/full_screen/pro_438507.jpg?ts=1606458474
Family Farm Cashews,Family Farm,Lowest Price,404,750,46,Cashews,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_400124.jpg?ts=1592545418,https://cdn.grofers.com/app/images/products/full_screen/pro_400124.jpg?ts=1592545418
Satyam Peanuts,Satyam,Grocery & Staples,106,106,0,Peanuts,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_114408.jpg?ts=1590758356,https://cdn.grofers.com/app/images/products/full_screen/pro_114408.jpg?ts=1590758356
Organic Tattva Peanuts,Organic Tattva,Grocery & Staples,129,145,11,Peanuts,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_13465.jpg?ts=1591961068,https://cdn.grofers.com/app/images/products/full_screen/pro_13465.jpg?ts=1591961068
24 Mantra Organic Peanuts,24 Mantra Organic,Grocery & Staples,140,140,0,Peanuts,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_21831.jpg?ts=1606464184,https://cdn.grofers.com/app/images/products/full_screen/pro_21831.jpg?ts=1606464184
Lion Layina Dates - Buy 1 Get 1 Free - Brand Offer,Lion,Grocery & Staples,229,229,0,Dates,2x500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_27696.jpg?ts=1611809523,https://cdn.grofers.com/app/images/products/full_screen/pro_27696.jpg?ts=1611809523
Lion Deseeded Dates (Box),Lion,Grocery & Staples,154,154,0,Dates,500 g,g,,https://cdn.grofers.com/app/images/products/normal/pro_27708.jpg?ts=1593532997,https://cdn.grofers.com/app/images/products/full_screen/pro_27708.jpg?ts=1593532997
Dhara Groundnut Oil (Pouch),Dhara,Grocery & Staples,190,200,5,Groundnut Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_15521.jpg?ts=1589266757,https://cdn.grofers.com/app/images/products/full_screen/pro_15521.jpg?ts=1589266757
Saffola Gold Pro Healthy Lifestyle Edible Oil (Jar),Saffola,Grocery & Staples,887,960,7,Edible Oil,5l + 1l,N/A,,https://cdn.grofers.com/app/images/products/normal/pro_114918.jpg?ts=1599904305,https://cdn.grofers.com/app/images/products/full_screen/pro_114918.jpg?ts=1599904305
Samrat Refined (1 l) Sunflower Oil (Pouch),Samrat,Grocery & Staples,139,182,23,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_371346.jpg?ts=1589895884,https://cdn.grofers.com/app/images/products/full_screen/pro_371346.jpg?ts=1589895884
Fortune Soya Health Refined Soyabean Oil (Pouch),Fortune,Grocery & Staples,140,165,15,Soyabean Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_52.jpg?ts=1582006625,https://cdn.grofers.com/app/images/products/full_screen/pro_52.jpg?ts=1582006625
Fortune Health Refined Rice Bran Oil (Jar),Fortune,Grocery & Staples,706,800,11,Rice Bran Oil,5l,l,,https://cdn.grofers.com/app/images/products/normal/pro_14627.jpg?ts=1610356499,https://cdn.grofers.com/app/images/products/full_screen/pro_14627.jpg?ts=1610356499
Gemini Refined Groundnut Oil,Gemini,Grocery & Staples,173,190,8,Groundnut Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_208615.jpg?ts=1606904228,https://cdn.grofers.com/app/images/products/full_screen/pro_208615.jpg?ts=1606904228
Leonardo Pomace Olive Oil (Tin),Leonardo,Grocery & Staples,1599,4099,60,Olive Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_11222.jpg?ts=1595858552,https://cdn.grofers.com/app/images/products/full_screen/pro_11222.jpg?ts=1595858552
Fortune Sunlite Refined Sunflower Oil (Pouch),Fortune,Grocery & Staples,138,195,29,Sunflower Oil,1l,l,,https://cdn.grofers.com/app/images/products/normal/pro_43.jpg?ts=1582006624,https://cdn.grofers.com/app/images/products/full_screen/pro_43.jpg?ts=1582006624
Fortune Sunlite Refined Sunflower Oil (Jar),Fortune,Grocery & Staples,744,1000,25,Sunflower Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_14626.jpg?ts=1582006625,https://cdn.grofers.com/app/images/products/full_screen/pro_14626.jpg?ts=1582006625
Liberty Sunday Refined Sunflower Oil (Pouch),Liberty,Grocery & Staples,142,186,23,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_60164.jpg?ts=1612776359,https://cdn.grofers.com/app/images/products/full_screen/pro_60164.jpg?ts=1612776359
Liberty Sunday Refined Sunflower Oil (Jar),Liberty,Grocery & Staples,732,895,18,Sunflower Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_14634.jpg?ts=1612776358,https://cdn.grofers.com/app/images/products/full_screen/pro_14634.jpg?ts=1612776358
Gulab Refined Sunflower Oil (Pouch),Gulab,Grocery & Staples,139,200,30,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_67626.jpg?ts=1603451042,https://cdn.grofers.com/app/images/products/full_screen/pro_67626.jpg?ts=1603451042
Samrat Refined Sunflower Oil (Tin),Samrat,Grocery & Staples,2151,2580,16,Sunflower Oil,15 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_409616.jpg?ts=1591012555,https://cdn.grofers.com/app/images/products/full_screen/pro_409616.jpg?ts=1591012555
Gemini Refined Sunflower Oil (Pouch),Gemini,Grocery & Staples,141,160,11,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_14639.jpg?ts=1596630178,https://cdn.grofers.com/app/images/products/full_screen/pro_14639.jpg?ts=1596630178
Gemini Refined Sunflower Oil (Jar),Gemini,Grocery & Staples,747,940,20,Sunflower Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_14638.jpg?ts=1596630179,https://cdn.grofers.com/app/images/products/full_screen/pro_14638.jpg?ts=1596630179
Gemini Refined Sunflower Oil (Tin),Gemini,Grocery & Staples,2260,2700,16,Sunflower Oil,15 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_409622.jpg?ts=1591012724,https://cdn.grofers.com/app/images/products/full_screen/pro_409622.jpg?ts=1591012724
Sweekar Refined Sunflower Oil,Sweekar,Grocery & Staples,2373,2650,10,Sunflower Oil,15 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_359885.jpg?ts=1563941435,https://cdn.grofers.com/app/images/products/full_screen/pro_359885.jpg?ts=1563941435
Sweekar Refined Sunflower Oil (Pouch),Sweekar,Grocery & Staples,141,170,17,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_24736.jpg?ts=1588565910,https://cdn.grofers.com/app/images/products/full_screen/pro_24736.jpg?ts=1588565910
Sweekar Lite Sunflower Oil,Sweekar,Grocery & Staples,707,885,20,Sunflower Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_32824.jpg?ts=1588565910,https://cdn.grofers.com/app/images/products/full_screen/pro_32824.jpg?ts=1588565910
Sunny Sun Lite Refined Sunflower Oil,Sunny,Grocery & Staples,139,171,18,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_32819.jpg?ts=1595398227,https://cdn.grofers.com/app/images/products/full_screen/pro_32819.jpg?ts=1595398227
Dhara Health Refined Sunflower Oil (Jar),Dhara,Grocery & Staples,734,875,16,Sunflower Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_52183.jpg?ts=1589186547,https://cdn.grofers.com/app/images/products/full_screen/pro_52183.jpg?ts=1589186547
Dhara Health Refined Sunflower Oil (Pouch),Dhara,Grocery & Staples,147,170,13,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_44.jpg?ts=1589193818,https://cdn.grofers.com/app/images/products/full_screen/pro_44.jpg?ts=1589193818
Sundrop Superlite Advanced Sunflower Oil (Jar),Sundrop,Grocery & Staples,1015,1015,0,Sunflower Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_23718.jpg?ts=1600760070,https://cdn.grofers.com/app/images/products/full_screen/pro_23718.jpg?ts=1600760070
Sundrop Superlite Advanced Sunflower Oil (Pouch),Sundrop,Grocery & Staples,200,200,0,Sunflower Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_47.jpg?ts=1599197550,https://cdn.grofers.com/app/images/products/full_screen/pro_47.jpg?ts=1599197550
Parachute 100% Pure Coconut Oil (Bottle),Parachute,Grocery & Staples,221,250,11,Coconut Oil,600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_392004.jpg?ts=1610701653,https://cdn.grofers.com/app/images/products/full_screen/pro_392004.jpg?ts=1610701653
Parachute 100% Pure Coconut Oil (Plastic Bottle) - Pack of 2,Parachute,Personal Care,405,500,19,Coconut Oil,2x600 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_427906.jpg?ts=1608014156,https://cdn.grofers.com/app/images/products/full_screen/pro_427906.jpg?ts=1608014156
Parachute 100% Pure 300 ml Coconut Oil (Bottle),Parachute,Personal Care,112,122,8,Coconut Oil,300 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_392277.jpg?ts=1610701653,https://cdn.grofers.com/app/images/products/full_screen/pro_392277.jpg?ts=1610701653
Parachute 100% Pure 1 l Coconut Oil (Pet Jar),Parachute,Grocery & Staples,327,380,13,Coconut Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_279163.jpg?ts=1610701653,https://cdn.grofers.com/app/images/products/full_screen/pro_279163.jpg?ts=1610701653
O'range 500 ml Coconut Oil (Bottle),O'range,Grocery & Staples,134,219,38,Coconut Oil,500 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_396059.jpg?ts=1560147369,https://cdn.grofers.com/app/images/products/full_screen/pro_396059.jpg?ts=1560147369
O'range Coconut Oil (Jar),O'range,Grocery & Staples,134,219,38,Coconut Oil,500 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_407539.jpg?ts=1576729577,https://cdn.grofers.com/app/images/products/full_screen/pro_407539.jpg?ts=1576729577
Oleev Pomace Olive Oil (Bottle),Oleev,Grocery & Staples,309,899,65,Olive Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_11305.jpg?ts=1591007188,https://cdn.grofers.com/app/images/products/full_screen/pro_11305.jpg?ts=1591007188
Oleev Pomace Olive Oil (Tin),Oleev,Grocery & Staples,1410,3999,64,Olive Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_43307.jpg?ts=1611125337,https://cdn.grofers.com/app/images/products/full_screen/pro_43307.jpg?ts=1611125337
Oleev Extra Light Olive Oil (Bottle),Oleev,Grocery & Staples,1018,2899,64,Olive Oil,2 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_11307.jpg?ts=1602758363,https://cdn.grofers.com/app/images/products/full_screen/pro_11307.jpg?ts=1602758363
Borges Extra Light Olive Oil (Bottle),Borges,Grocery & Staples,1131,2600,56,Olive Oil,2 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_13542.jpg?ts=1591708154,https://cdn.grofers.com/app/images/products/full_screen/pro_13542.jpg?ts=1591708154
Borges Extra Virgin Olive Oil (Bottle),Borges,Grocery & Staples,725,1400,48,Olive Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_13538.jpg?ts=1608524109,https://cdn.grofers.com/app/images/products/full_screen/pro_13538.jpg?ts=1608524109
Borges Extra Light Olive Oil (Jar),Borges,Grocery & Staples,2632,5500,52,Olive Oil,5 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_13544.jpg?ts=1589279407,https://cdn.grofers.com/app/images/products/full_screen/pro_13544.jpg?ts=1589279407
Borges Classic Olive Oil (Bottle),Borges,Grocery & Staples,743,1350,44,Olive Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_16711.jpg?ts=1591859812,https://cdn.grofers.com/app/images/products/full_screen/pro_16711.jpg?ts=1591859812
Leonardo Extra Light Olive Oil,Leonardo,Grocery & Staples,1111,2599,57,Olive Oil,2 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_214095.jpg?ts=1595858126,https://cdn.grofers.com/app/images/products/full_screen/pro_214095.jpg?ts=1595858126
Leonardo Pomace Olive Oil,Leonardo,Grocery & Staples,1162,2999,61,Olive Oil,3 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_398710.jpg?ts=1595858149,https://cdn.grofers.com/app/images/products/full_screen/pro_398710.jpg?ts=1595858149
Leonardo Pomace Olive Oil (Bottle),Leonardo,Grocery & Staples,453,949,52,Olive Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_11221.jpg?ts=1595858551,https://cdn.grofers.com/app/images/products/full_screen/pro_11221.jpg?ts=1595858551
Figaro Extra Virgin Olive Oil (Bottle),Figaro,Grocery & Staples,225,350,35,Olive Oil,250 ml,ml,,https://cdn.grofers.com/app/images/products/normal/pro_9349.jpg?ts=1589266757,https://cdn.grofers.com/app/images/products/full_screen/pro_9349.jpg?ts=1589266757
Figaro Extra Virgin Olive Oil,Figaro,Grocery & Staples,793,1099,27,Olive Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_25358.jpg?ts=1589962489,https://cdn.grofers.com/app/images/products/full_screen/pro_25358.jpg?ts=1589962489
Figaro Spanish Brand Olive Oil (Tin),Figaro,Baby Care,861,925,6,Olive Oil,1 l,l,,https://cdn.grofers.com/app/images/products/normal/pro_106804.jpg?ts=1596719691,https://cdn.grofers.com/app/images/products/full_screen/pro_106804.jpg?ts=1596719691
